Year,Month,DayOfWeek,Hour,Total
2020,8,2,1,15.25
2020,8,2,2,5.5
2020,8,2,3,4.5
2020,8,2,4,4.5
2020,8,2,5,23.25
2020,8,2,6,104.75
2020,8,2,7,307.0
2020,8,2,8,460.0
2020,8,2,9,301.5
2020,8,2,10,207.75
2020,8,2,11,196.75
2020,8,2,12,233.0
2020,8,2,13,230.25
2020,8,2,14,255.5
2020,8,2,15,262.25
2020,8,2,16,379.5
2020,8,2,17,535.0
2020,8,2,18,632.5
2020,8,2,19,451.25
2020,8,2,20,293.75
2020,8,2,21,225.5
2020,8,2,22,171.0
2020,8,2,23,116.0
2020,8,3,0,52.25
2020,8,3,1,28.0
2020,8,3,2,8.0
2020,8,3,3,2.25
2020,8,3,4,4.75
2020,8,3,5,31.25
2020,8,3,6,129.0
2020,8,3,7,370.0
2020,8,3,8,616.25
2020,8,3,9,395.75
2020,8,3,10,247.5
2020,8,3,11,273.25
2020,8,3,12,321.75
2020,8,3,13,331.75
2020,8,3,14,327.75
2020,8,3,15,409.0
2020,8,3,16,514.5
2020,8,3,17,731.75
2020,8,3,18,870.5
2020,8,3,19,603.5
2020,8,3,20,419.25
2020,8,3,21,310.5
2020,8,3,22,258.75
2020,8,3,23,193.0
2020,8,4,0,62.75
2020,8,4,1,35.25
2020,8,4,2,11.25
2020,8,4,3,5.5
2020,8,4,4,7.0
2020,8,4,5,28.75
2020,8,4,6,130.75
2020,8,4,7,349.25
2020,8,4,8,570.25
2020,8,4,9,370.75
2020,8,4,10,268.75
2020,8,4,11,281.75
2020,8,4,12,320.5
2020,8,4,13,322.5
2020,8,4,14,350.25
2020,8,4,15,388.5
2020,8,4,16,524.0
2020,8,4,17,689.0
2020,8,4,18,834.5
2020,8,4,19,619.25
2020,8,4,20,390.0
2020,8,4,21,312.5
2020,8,4,22,292.25
2020,8,4,23,192.0
2020,8,5,0,76.0
2020,8,5,1,33.75
2020,8,5,2,14.5
2020,8,5,3,8.0
2020,8,5,4,7.25
2020,8,5,5,23.75
2020,8,5,6,110.75
2020,8,5,7,251.5
2020,8,5,8,416.25
2020,8,5,9,334.25
2020,8,5,10,274.5
2020,8,5,11,315.0
2020,8,5,12,343.0
2020,8,5,13,399.25
2020,8,5,14,421.5
2020,8,5,15,454.25
2020,8,5,16,497.25
2020,8,5,17,515.25
2020,8,5,18,522.0
2020,8,5,19,449.25
2020,8,5,20,312.25
2020,8,5,21,213.75
2020,8,5,22,175.5
2020,8,5,23,184.5
2020,8,6,0,153.8
2020,8,6,1,85.4
2020,8,6,2,47.6
2020,8,6,3,31.4
2020,8,6,4,11.8
2020,8,6,5,16.0
2020,8,6,6,21.8
2020,8,6,7,49.0
2020,8,6,8,88.2
2020,8,6,9,172.2
2020,8,6,10,231.2
2020,8,6,11,284.0
2020,8,6,12,311.0
2020,8,6,13,359.2
2020,8,6,14,367.8
2020,8,6,15,362.4
2020,8,6,16,372.6
2020,8,6,17,395.0
2020,8,6,18,377.0
2020,8,6,19,340.2
2020,8,6,20,252.2
2020,8,6,21,174.6
2020,8,6,22,141.8
2020,8,6,23,135.8
2020,8,7,0,108.4
2020,8,7,1,54.2
2020,8,7,2,36.6
2020,8,7,3,21.4
2020,8,7,4,11.2
2020,8,7,5,12.0
2020,8,7,6,17.6
2020,8,7,7,35.8
2020,8,7,8,70.2
2020,8,7,9,138.8
2020,8,7,10,220.8
2020,8,7,11,259.0
2020,8,7,12,286.6
2020,8,7,13,326.4
2020,8,7,14,353.4
2020,8,7,15,354.2
2020,8,7,16,318.8
2020,8,7,17,376.8
2020,8,7,18,353.0
2020,8,7,19,283.0
2020,8,7,20,202.4
2020,8,7,21,127.6
2020,8,7,22,87.8
2020,8,7,23,79.0
2020,9,1,0,18.0
2020,9,1,1,6.5
2020,9,1,2,2.75
2020,9,1,3,1.0
2020,9,1,4,6.25
2020,9,1,5,22.75
2020,9,1,6,115.25
2020,9,1,7,420.0
2020,9,1,8,592.0
2020,9,1,9,314.0
2020,9,1,10,214.25
2020,9,1,11,213.75
2020,9,1,12,232.25
2020,9,1,13,256.5
2020,9,1,14,282.0
2020,9,1,15,339.5
2020,9,1,16,472.5
2020,9,1,17,617.25
2020,9,1,18,666.0
2020,9,1,19,429.25
2020,9,1,20,256.25
2020,9,1,21,165.0
2020,9,1,22,116.0
2020,9,1,23,69.5
2020,9,2,0,24.4
2020,9,2,1,9.2
2020,9,2,2,5.0
2020,9,2,3,3.2
2020,9,2,4,7.6
2020,9,2,5,24.4
2020,9,2,6,129.4
2020,9,2,7,472.8
2020,9,2,8,682.8
2020,9,2,9,378.0
2020,9,2,10,217.6
2020,9,2,11,216.6
2020,9,2,12,276.6
2020,9,2,13,297.8
2020,9,2,14,330.8
2020,9,2,15,388.0
2020,9,2,16,502.4
2020,9,2,17,680.4
2020,9,2,18,710.0
2020,9,2,19,461.8
2020,9,2,20,259.6
2020,9,2,21,186.0
2020,9,2,22,156.6
2020,9,2,23,88.8
2020,9,3,0,40.0
2020,9,3,1,13.4
2020,9,3,2,5.2
2020,9,3,3,3.6
2020,9,3,4,7.8
2020,9,3,5,26.0
2020,9,3,6,120.8
2020,9,3,7,424.8
2020,9,3,8,642.2
2020,9,3,9,354.6
2020,9,3,10,209.4
2020,9,3,11,210.6
2020,9,3,12,242.2
2020,9,3,13,277.8
2020,9,3,14,322.2
2020,9,3,15,402.2
2020,9,3,16,500.4
2020,9,3,17,675.0
2020,9,3,18,711.8
2020,9,3,19,510.8
2020,9,3,20,284.6
2020,9,3,21,205.6
2020,9,3,22,180.6
2020,9,3,23,109.0
2020,9,4,0,41.75
2020,9,4,1,22.25
2020,9,4,2,9.0
2020,9,4,3,3.75
2020,9,4,4,7.5
2020,9,4,5,23.75
2020,9,4,6,131.5
2020,9,4,7,449.5
2020,9,4,8,635.25
2020,9,4,9,367.75
2020,9,4,10,240.75
2020,9,4,11,244.5
2020,9,4,12,284.5
2020,9,4,13,315.0
2020,9,4,14,340.75
2020,9,4,15,434.25
2020,9,4,16,523.5
2020,9,4,17,703.75
2020,9,4,18,782.25
2020,9,4,19,512.75
2020,9,4,20,311.5
2020,9,4,21,198.25
2020,9,4,22,204.0
2020,9,4,23,123.25
2020,9,5,0,56.75
2020,9,5,1,20.25
2020,9,5,2,8.25
2020,9,5,3,5.75
2020,9,5,4,8.75
2020,9,5,5,21.75
2020,9,5,6,103.75
2020,9,5,7,346.75
2020,9,5,8,459.25
2020,9,5,9,297.25
2020,9,5,10,197.5
2020,9,5,11,206.5
2020,9,5,12,279.25
2020,9,5,13,333.5
2020,9,5,14,360.0
2020,9,5,15,405.5
2020,9,5,16,448.25
2020,9,5,17,520.25
2020,9,5,18,535.0
2020,9,5,19,415.5
2020,9,5,20,233.0
2020,9,5,21,167.25
2020,9,5,22,143.25
2020,9,5,23,126.75
2020,9,6,0,91.0
2020,9,6,1,51.75
2020,9,6,2,29.25
2020,9,6,3,12.0
2020,9,6,4,6.75
2020,9,6,5,10.25
2020,9,6,6,21.0
2020,9,6,7,42.75
2020,9,6,8,81.75
2020,9,6,9,173.25
2020,9,6,10,244.0
2020,9,6,11,310.75
2020,9,6,12,351.75
2020,9,6,13,384.75
2020,9,6,14,480.75
2020,9,6,15,470.25
2020,9,6,16,436.75
2020,9,6,17,444.25
2020,9,6,18,423.75
2020,9,6,19,316.75
2020,9,6,20,211.25
2020,9,6,21,138.75
2020,9,6,22,124.0
2020,9,6,23,103.25
2020,9,7,0,71.25
2020,9,7,1,46.25
2020,9,7,2,26.5
2020,9,7,3,12.25
2020,9,7,4,9.5
2020,9,7,5,10.0
2020,9,7,6,14.0
2020,9,7,7,21.0
2020,9,7,8,64.75
2020,9,7,9,141.0
2020,9,7,10,229.0
2020,9,7,11,302.5
2020,9,7,12,374.75
2020,9,7,13,460.75
2020,9,7,14,511.5
2020,9,7,15,506.0
2020,9,7,16,490.5
2020,9,7,17,456.0
2020,9,7,18,398.25
2020,9,7,19,263.25
2020,9,7,20,133.75
2020,9,7,21,93.0
2020,9,7,22,74.5
2020,9,7,23,32.25
2020,10,1,0,10.25
2020,10,1,1,5.0
2020,10,1,2,1.75
2020,10,1,3,2.5
2020,10,1,4,4.75
2020,10,1,5,25.0
2020,10,1,6,107.25
2020,10,1,7,372.5
2020,10,1,8,564.5
2020,10,1,9,318.0
2020,10,1,10,175.75
2020,10,1,11,168.0
2020,10,1,12,204.5
2020,10,1,13,212.5
2020,10,1,14,240.0
2020,10,1,15,271.0
2020,10,1,16,334.0
2020,10,1,17,448.5
2020,10,1,18,447.25
2020,10,1,19,265.5
2020,10,1,20,143.5
2020,10,1,21,90.5
2020,10,1,22,77.25
2020,10,1,23,28.75
2020,10,2,0,15.25
2020,10,2,1,4.75
2020,10,2,2,3.5
2020,10,2,3,1.25
2020,10,2,4,4.25
2020,10,2,5,21.0
2020,10,2,6,106.75
2020,10,2,7,364.75
2020,10,2,8,585.5
2020,10,2,9,345.75
2020,10,2,10,182.5
2020,10,2,11,174.0
2020,10,2,12,197.5
2020,10,2,13,225.5
2020,10,2,14,246.0
2020,10,2,15,274.5
2020,10,2,16,397.0
2020,10,2,17,491.75
2020,10,2,18,501.75
2020,10,2,19,303.25
2020,10,2,20,165.0
2020,10,2,21,116.5
2020,10,2,22,93.0
2020,10,2,23,53.75
2020,10,3,0,18.0
2020,10,3,1,7.0
2020,10,3,2,3.25
2020,10,3,3,2.75
2020,10,3,4,6.0
2020,10,3,5,22.5
2020,10,3,6,100.75
2020,10,3,7,353.0
2020,10,3,8,566.25
2020,10,3,9,327.75
2020,10,3,10,182.75
2020,10,3,11,191.0
2020,10,3,12,225.75
2020,10,3,13,255.25
2020,10,3,14,267.5
2020,10,3,15,312.25
2020,10,3,16,377.5
2020,10,3,17,492.0
2020,10,3,18,519.5
2020,10,3,19,331.75
2020,10,3,20,167.75
2020,10,3,21,126.0
2020,10,3,22,112.25
2020,10,3,23,61.0
2020,10,4,0,26.8
2020,10,4,1,9.0
2020,10,4,2,5.0
2020,10,4,3,2.0
2020,10,4,4,6.6
2020,10,4,5,22.6
2020,10,4,6,103.8
2020,10,4,7,354.2
2020,10,4,8,575.6
2020,10,4,9,339.8
2020,10,4,10,211.6
2020,10,4,11,203.4
2020,10,4,12,223.8
2020,10,4,13,268.8
2020,10,4,14,289.2
2020,10,4,15,330.4
2020,10,4,16,410.8
2020,10,4,17,515.0
2020,10,4,18,543.6
2020,10,4,19,358.8
2020,10,4,20,189.0
2020,10,4,21,131.6
2020,10,4,22,118.8
2020,10,4,23,77.4
2020,10,5,0,33.4
2020,10,5,1,13.6
2020,10,5,2,5.6
2020,10,5,3,2.2
2020,10,5,4,5.4
2020,10,5,5,20.4
2020,10,5,6,89.0
2020,10,5,7,303.8
2020,10,5,8,439.8
2020,10,5,9,295.0
2020,10,5,10,183.6
2020,10,5,11,197.4
2020,10,5,12,239.8
2020,10,5,13,307.4
2020,10,5,14,301.8
2020,10,5,15,334.4
2020,10,5,16,367.4
2020,10,5,17,393.8
2020,10,5,18,394.0
2020,10,5,19,288.4
2020,10,5,20,149.6
2020,10,5,21,110.2
2020,10,5,22,91.0
2020,10,5,23,72.4
2020,10,6,0,52.4
2020,10,6,1,41.4
2020,10,6,2,27.4
2020,10,6,3,15.8
2020,10,6,4,5.4
2020,10,6,5,10.8
2020,10,6,6,16.0
2020,10,6,7,27.2
2020,10,6,8,59.8
2020,10,6,9,110.2
2020,10,6,10,149.0
2020,10,6,11,187.6
2020,10,6,12,247.0
2020,10,6,13,254.6
2020,10,6,14,285.4
2020,10,6,15,276.8
2020,10,6,16,262.0
2020,10,6,17,225.0
2020,10,6,18,193.6
2020,10,6,19,144.0
2020,10,6,20,84.6
2020,10,6,21,73.4
2020,10,6,22,70.2
2020,10,6,23,52.8
2020,10,7,0,35.0
2020,10,7,1,29.75
2020,10,7,2,12.25
2020,10,7,3,8.5
2020,10,7,4,6.25
2020,10,7,5,7.75
2020,10,7,6,14.0
2020,10,7,7,23.75
2020,10,7,8,62.0
2020,10,7,9,130.5
2020,10,7,10,192.5
2020,10,7,11,245.5
2020,10,7,12,351.25
2020,10,7,13,436.25
2020,10,7,14,536.0
2020,10,7,15,520.0
2020,10,7,16,460.0
2020,10,7,17,370.0
2020,10,7,18,265.0
2020,10,7,19,145.75
2020,10,7,20,95.0
2020,10,7,21,57.5
2020,10,7,22,49.5
2020,10,7,23,27.75
2020,11,1,0,7.2
2020,11,1,1,3.0
2020,11,1,2,1.6
2020,11,1,3,2.8
2020,11,1,4,2.8
2020,11,1,5,15.8
2020,11,1,6,92.2
2020,11,1,7,290.6
2020,11,1,8,482.8
2020,11,1,9,287.2
2020,11,1,10,168.6
2020,11,1,11,171.2
2020,11,1,12,195.4
2020,11,1,13,235.0
2020,11,1,14,263.4
2020,11,1,15,284.8
2020,11,1,16,351.2
2020,11,1,17,411.6
2020,11,1,18,378.2
2020,11,1,19,235.6
2020,11,1,20,114.0
2020,11,1,21,59.0
2020,11,1,22,49.2
2020,11,1,23,25.6
2020,11,2,0,13.0
2020,11,2,1,6.75
2020,11,2,2,1.75
2020,11,2,3,1.75
2020,11,2,4,5.5
2020,11,2,5,19.5
2020,11,2,6,106.25
2020,11,2,7,322.0
2020,11,2,8,487.5
2020,11,2,9,262.75
2020,11,2,10,141.5
2020,11,2,11,154.0
2020,11,2,12,191.25
2020,11,2,13,224.25
2020,11,2,14,237.5
2020,11,2,15,273.25
2020,11,2,16,316.25
2020,11,2,17,377.5
2020,11,2,18,383.0
2020,11,2,19,219.0
2020,11,2,20,123.75
2020,11,2,21,71.25
2020,11,2,22,54.25
2020,11,2,23,34.5
2020,11,3,0,17.75
2020,11,3,1,4.25
2020,11,3,2,2.75
2020,11,3,3,2.25
2020,11,3,4,4.0
2020,11,3,5,21.0
2020,11,3,6,94.75
2020,11,3,7,309.25
2020,11,3,8,495.0
2020,11,3,9,301.5
2020,11,3,10,165.75
2020,11,3,11,176.75
2020,11,3,12,228.5
2020,11,3,13,272.75
2020,11,3,14,277.5
2020,11,3,15,303.25
2020,11,3,16,339.75
2020,11,3,17,415.0
2020,11,3,18,397.0
2020,11,3,19,261.25
2020,11,3,20,131.75
2020,11,3,21,71.75
2020,11,3,22,61.25
2020,11,3,23,43.75
2020,11,4,0,20.0
2020,11,4,1,7.75
2020,11,4,2,3.25
2020,11,4,3,1.75
2020,11,4,4,6.5
2020,11,4,5,16.25
2020,11,4,6,101.5
2020,11,4,7,323.25
2020,11,4,8,509.5
2020,11,4,9,311.75
2020,11,4,10,179.0
2020,11,4,11,175.75
2020,11,4,12,196.75
2020,11,4,13,240.5
2020,11,4,14,258.0
2020,11,4,15,281.75
2020,11,4,16,345.5
2020,11,4,17,403.75
2020,11,4,18,374.75
2020,11,4,19,259.0
2020,11,4,20,129.25
2020,11,4,21,68.25
2020,11,4,22,62.25
2020,11,4,23,42.0
2020,11,5,0,23.5
2020,11,5,1,8.5
2020,11,5,2,1.5
2020,11,5,3,0.75
2020,11,5,4,5.25
2020,11,5,5,17.0
2020,11,5,6,79.25
2020,11,5,7,276.5
2020,11,5,8,401.0
2020,11,5,9,266.5
2020,11,5,10,175.0
2020,11,5,11,197.0
2020,11,5,12,238.25
2020,11,5,13,316.5
2020,11,5,14,319.0
2020,11,5,15,339.25
2020,11,5,16,341.25
2020,11,5,17,341.75
2020,11,5,18,289.0
2020,11,5,19,195.25
2020,11,5,20,105.25
2020,11,5,21,52.25
2020,11,5,22,40.5
2020,11,5,23,41.75
2020,11,6,0,41.75
2020,11,6,1,20.5
2020,11,6,2,10.5
2020,11,6,3,4.25
2020,11,6,4,5.75
2020,11,6,5,8.5
2020,11,6,6,13.75
2020,11,6,7,29.25
2020,11,6,8,58.75
2020,11,6,9,115.75
2020,11,6,10,181.0
2020,11,6,11,251.5
2020,11,6,12,318.0
2020,11,6,13,412.25
2020,11,6,14,438.25
2020,11,6,15,439.25
2020,11,6,16,372.75
2020,11,6,17,236.25
2020,11,6,18,150.5
2020,11,6,19,102.25
2020,11,6,20,60.75
2020,11,6,21,43.25
2020,11,6,22,35.5
2020,11,6,23,35.0
2020,11,7,0,39.0
2020,11,7,1,26.4
2020,11,7,2,14.0
2020,11,7,3,5.8
2020,11,7,4,3.0
2020,11,7,5,6.4
2020,11,7,6,12.2
2020,11,7,7,22.6
2020,11,7,8,45.2
2020,11,7,9,96.2
2020,11,7,10,155.8
2020,11,7,11,235.4
2020,11,7,12,309.0
2020,11,7,13,368.6
2020,11,7,14,437.4
2020,11,7,15,377.6
2020,11,7,16,366.6
2020,11,7,17,213.4
2020,11,7,18,109.4
2020,11,7,19,69.2
2020,11,7,20,43.8
2020,11,7,21,37.8
2020,11,7,22,30.0
2020,11,7,23,16.4
2020,12,1,0,3.0
2020,12,1,1,1.0
2020,12,1,2,0.25
2020,12,1,3,0.25
2020,12,1,4,3.5
2020,12,1,5,13.5
2020,12,1,6,62.0
2020,12,1,7,161.0
2020,12,1,8,287.5
2020,12,1,9,191.5
2020,12,1,10,143.5
2020,12,1,11,136.75
2020,12,1,12,155.0
2020,12,1,13,178.25
2020,12,1,14,188.75
2020,12,1,15,205.0
2020,12,1,16,225.75
2020,12,1,17,227.25
2020,12,1,18,222.0
2020,12,1,19,146.5
2020,12,1,20,86.25
2020,12,1,21,33.75
2020,12,1,22,20.75
2020,12,1,23,12.25
2020,12,2,0,6.2
2020,12,2,1,2.6
2020,12,2,2,1.6
2020,12,2,3,1.2
2020,12,2,4,3.0
2020,12,2,5,14.4
2020,12,2,6,60.0
2020,12,2,7,189.6
2020,12,2,8,282.8
2020,12,2,9,180.8
2020,12,2,10,128.6
2020,12,2,11,132.4
2020,12,2,12,156.4
2020,12,2,13,164.6
2020,12,2,14,193.6
2020,12,2,15,191.0
2020,12,2,16,211.8
2020,12,2,17,240.8
2020,12,2,18,239.6
2020,12,2,19,139.6
2020,12,2,20,99.4
2020,12,2,21,44.2
2020,12,2,22,20.0
2020,12,2,23,13.4
2020,12,3,0,8.6
2020,12,3,1,2.2
2020,12,3,2,1.4
2020,12,3,3,1.4
2020,12,3,4,2.6
2020,12,3,5,14.0
2020,12,3,6,54.0
2020,12,3,7,158.8
2020,12,3,8,250.8
2020,12,3,9,163.8
2020,12,3,10,111.8
2020,12,3,11,113.2
2020,12,3,12,137.0
2020,12,3,13,145.6
2020,12,3,14,163.2
2020,12,3,15,183.2
2020,12,3,16,194.4
2020,12,3,17,220.6
2020,12,3,18,196.6
2020,12,3,19,119.2
2020,12,3,20,85.6
2020,12,3,21,26.8
2020,12,3,22,20.6
2020,12,3,23,11.4
2020,12,4,0,5.6
2020,12,4,1,1.6
2020,12,4,2,1.2
2020,12,4,3,0.6
2020,12,4,4,3.4
2020,12,4,5,12.0
2020,12,4,6,47.2
2020,12,4,7,134.6
2020,12,4,8,236.2
2020,12,4,9,153.0
2020,12,4,10,115.6
2020,12,4,11,127.0
2020,12,4,12,156.2
2020,12,4,13,168.2
2020,12,4,14,168.2
2020,12,4,15,176.4
2020,12,4,16,199.6
2020,12,4,17,189.6
2020,12,4,18,178.4
2020,12,4,19,115.4
2020,12,4,20,77.8
2020,12,4,21,33.2
2020,12,4,22,15.0
2020,12,4,23,11.2
2020,12,5,0,5.75
2020,12,5,1,3.0
2020,12,5,2,1.0
2020,12,5,3,0.75
2020,12,5,4,3.0
2020,12,5,5,11.25
2020,12,5,6,53.5
2020,12,5,7,152.25
2020,12,5,8,234.5
2020,12,5,9,170.75
2020,12,5,10,118.5
2020,12,5,11,124.5
2020,12,5,12,163.5
2020,12,5,13,206.25
2020,12,5,14,204.5
2020,12,5,15,219.25
2020,12,5,16,204.25
2020,12,5,17,197.0
2020,12,5,18,166.75
2020,12,5,19,118.25
2020,12,5,20,76.0
2020,12,5,21,34.0
2020,12,5,22,18.75
2020,12,5,23,14.0
2020,12,6,0,10.0
2020,12,6,1,6.5
2020,12,6,2,3.25
2020,12,6,3,4.25
2020,12,6,4,1.75
2020,12,6,5,6.25
2020,12,6,6,11.0
2020,12,6,7,17.25
2020,12,6,8,30.75
2020,12,6,9,60.75
2020,12,6,10,91.25
2020,12,6,11,115.0
2020,12,6,12,140.25
2020,12,6,13,135.75
2020,12,6,14,127.0
2020,12,6,15,138.5
2020,12,6,16,120.5
2020,12,6,17,83.0
2020,12,6,18,66.25
2020,12,6,19,50.75
2020,12,6,20,55.5
2020,12,6,21,22.0
2020,12,6,22,11.25
2020,12,6,23,6.75
2020,12,7,0,8.25
2020,12,7,1,5.25
2020,12,7,2,3.0
2020,12,7,3,1.5
2020,12,7,4,1.25
2020,12,7,5,4.0
2020,12,7,6,8.5
2020,12,7,7,12.0
2020,12,7,8,17.75
2020,12,7,9,33.0
2020,12,7,10,63.25
2020,12,7,11,80.5
2020,12,7,12,130.25
2020,12,7,13,165.75
2020,12,7,14,171.0
2020,12,7,15,146.25
2020,12,7,16,123.5
2020,12,7,17,94.75
2020,12,7,18,58.75
2020,12,7,19,46.0
2020,12,7,20,41.5
2020,12,7,21,19.5
2020,12,7,22,9.75
2020,12,7,23,6.25
2021,1,1,0,0.0
2021,1,1,1,0.0
2021,1,1,2,0.0
2021,1,1,3,0.0
2021,1,1,4,0.0
2021,1,1,5,0.0
2021,1,1,6,0.0
2021,1,1,7,0.0
2021,1,1,8,0.0
2021,1,1,9,0.0
2021,1,1,10,0.0
2021,1,1,11,0.0
2021,1,1,12,0.0
2021,1,1,13,0.0
2021,1,1,14,0.0
2021,1,1,15,0.0
2021,1,1,16,0.0
2021,1,1,17,0.0
2021,1,1,18,0.0
2021,1,1,19,0.0
2021,1,1,20,0.0
2021,1,1,21,0.0
2021,1,1,22,0.0
2021,1,1,23,0.0
2021,1,2,0,0.0
2021,1,2,1,0.0
2021,1,2,2,0.0
2021,1,2,3,0.0
2021,1,2,4,0.0
2021,1,2,5,0.0
2021,1,2,6,0.0
2021,1,2,7,0.0
2021,1,2,8,0.0
2021,1,2,9,0.0
2021,1,2,10,0.0
2021,1,2,11,0.0
2021,1,2,12,0.0
2021,1,2,13,0.0
2021,1,2,14,0.0
2021,1,2,15,0.0
2021,1,2,16,0.0
2021,1,2,17,0.0
2021,1,2,18,0.0
2021,1,2,19,0.0
2021,1,2,20,0.0
2021,1,2,21,0.0
2021,1,2,22,0.0
2021,1,2,23,0.0
2021,1,3,0,0.0
2021,1,3,1,0.0
2021,1,3,2,0.0
2021,1,3,3,0.0
2021,1,3,4,0.0
2021,1,3,5,0.0
2021,1,3,6,0.0
2021,1,3,7,0.0
2021,1,3,8,0.0
2021,1,3,9,0.0
2021,1,3,10,0.0
2021,1,3,11,0.0
2021,1,3,12,0.0
2021,1,3,13,0.0
2021,1,3,14,0.0
2021,1,3,15,0.0
2021,1,3,16,0.0
2021,1,3,17,0.0
2021,1,3,18,0.0
2021,1,3,19,0.0
2021,1,3,20,0.0
2021,1,3,21,0.0
2021,1,3,22,0.0
2021,1,3,23,0.0
2021,1,4,0,0.0
2021,1,4,1,0.0
2021,1,4,2,0.0
2021,1,4,3,0.0
2021,1,4,4,0.0
2021,1,4,5,0.0
2021,1,4,6,0.0
2021,1,4,7,0.0
2021,1,4,8,0.0
2021,1,4,9,0.0
2021,1,4,10,0.0
2021,1,4,11,0.0
2021,1,4,12,0.0
2021,1,4,13,0.0
2021,1,4,14,0.0
2021,1,4,15,0.0
2021,1,4,16,0.0
2021,1,4,17,0.0
2021,1,4,18,0.0
2021,1,4,19,0.0
2021,1,4,20,0.0
2021,1,4,21,0.0
2021,1,4,22,0.0
2021,1,4,23,0.0
2021,1,5,0,0.0
2021,1,5,1,0.0
2021,1,5,2,0.0
2021,1,5,3,0.0
2021,1,5,4,0.0
2021,1,5,5,0.0
2021,1,5,6,0.0
2021,1,5,7,0.0
2021,1,5,8,0.0
2021,1,5,9,0.0
2021,1,5,10,0.0
2021,1,5,11,0.0
2021,1,5,12,0.0
2021,1,5,13,0.0
2021,1,5,14,0.0
2021,1,5,15,0.0
2021,1,5,16,0.0
2021,1,5,17,0.0
2021,1,5,18,0.0
2021,1,5,19,0.0
2021,1,5,20,0.0
2021,1,5,21,0.0
2021,1,5,22,0.0
2021,1,5,23,0.0
2021,1,6,0,0.0
2021,1,6,1,0.0
2021,1,6,2,0.0
2021,1,6,3,0.0
2021,1,6,4,0.0
2021,1,6,5,0.0
2021,1,6,6,0.0
2021,1,6,7,0.0
2021,1,6,8,0.0
2021,1,6,9,0.0
2021,1,6,10,0.0
2021,1,6,11,0.0
2021,1,6,12,0.0
2021,1,6,13,0.0
2021,1,6,14,0.0
2021,1,6,15,0.0
2021,1,6,16,0.0
2021,1,6,17,0.0
2021,1,6,18,0.0
2021,1,6,19,0.0
2021,1,6,20,0.0
2021,1,6,21,0.0
2021,1,6,22,0.0
2021,1,6,23,0.0
2021,1,7,0,0.0
2021,1,7,1,0.0
2021,1,7,2,0.0
2021,1,7,3,0.0
2021,1,7,4,0.0
2021,1,7,5,0.0
2021,1,7,6,0.0
2021,1,7,7,0.0
2021,1,7,8,0.0
2021,1,7,9,0.0
2021,1,7,10,0.0
2021,1,7,11,0.0
2021,1,7,12,0.0
2021,1,7,13,0.0
2021,1,7,14,0.0
2021,1,7,15,0.0
2021,1,7,16,0.0
2021,1,7,17,0.0
2021,1,7,18,0.0
2021,1,7,19,0.0
2021,1,7,20,0.0
2021,1,7,21,0.0
2021,1,7,22,0.0
2021,1,7,23,0.0
2021,2,1,0,0.0
2021,2,1,1,0.0
2021,2,1,2,0.0
2021,2,1,3,0.0
2021,2,1,4,0.0
2021,2,1,5,0.0
2021,2,1,6,0.0
2021,2,1,7,0.0
2021,2,1,8,0.0
2021,2,1,9,0.0
2021,2,1,10,0.0
2021,2,1,11,0.0
2021,2,1,12,0.0
2021,2,1,13,0.0
2021,2,1,14,0.0
2021,2,1,15,0.0
2021,2,1,16,0.0
2021,2,1,17,0.0
2021,2,1,18,0.0
2021,2,1,19,0.0
2021,2,1,20,0.0
2021,2,1,21,0.0
2021,2,1,22,0.0
2021,2,1,23,0.0
2021,2,2,0,0.0
2021,2,2,1,0.0
2021,2,2,2,0.0
2021,2,2,3,0.0
2021,2,2,4,0.0
2021,2,2,5,0.0
2021,2,2,6,0.0
2021,2,2,7,0.0
2021,2,2,8,0.0
2021,2,2,9,0.0
2021,2,2,10,0.0
2021,2,2,11,0.0
2021,2,2,12,0.0
2021,2,2,13,0.0
2021,2,2,14,0.0
2021,2,2,15,0.0
2021,2,2,16,0.0
2021,2,2,17,0.0
2021,2,2,18,0.0
2021,2,2,19,0.0
2021,2,2,20,0.0
2021,2,2,21,0.0
2021,2,2,22,0.0
2021,2,2,23,0.0
2021,2,3,0,0.0
2021,2,3,1,0.0
2021,2,3,2,0.0
2021,2,3,3,0.0
2021,2,3,4,0.0
2021,2,3,5,0.0
2021,2,3,6,0.0
2021,2,3,7,0.0
2021,2,3,8,0.0
2021,2,3,9,0.0
2021,2,3,10,0.0
2021,2,3,11,0.0
2021,2,3,12,0.0
2021,2,3,13,0.0
2021,2,3,14,0.0
2021,2,3,15,0.0
2021,2,3,16,0.0
2021,2,3,17,0.0
2021,2,3,18,0.0
2021,2,3,19,0.0
2021,2,3,20,0.0
2021,2,3,21,0.0
2021,2,3,22,0.0
2021,2,3,23,0.0
2021,2,4,0,0.0
2021,2,4,1,0.0
2021,2,4,2,0.0
2021,2,4,3,0.0
2021,2,4,4,0.0
2021,2,4,5,0.0
2021,2,4,6,0.0
2021,2,4,7,0.0
2021,2,4,8,0.0
2021,2,4,9,0.0
2021,2,4,10,0.0
2021,2,4,11,0.0
2021,2,4,12,0.0
2021,2,4,13,0.0
2021,2,4,14,0.0
2021,2,4,15,0.0
2021,2,4,16,0.0
2021,2,4,17,0.0
2021,2,4,18,0.0
2021,2,4,19,0.0
