Datum,Stunde,Fleher Deich Ost stromaufwÃ¤rts,Wetter,Temperatur,Luftfeuchtigkeit,Wolken,Gefuehlte Temperatur,Regen,Wind
09.02.2017,16:00:00,41,Bedeckt,3,70,99,0,0,12
09.02.2017,17:00:00,36,Bedeckt,3,73,99,0,0,13
09.02.2017,18:00:00,26,Bedeckt,3,75,99,-1,0,14
09.02.2017,19:00:00,8,Bedeckt,2,77,88,-2,0,14
09.02.2017,20:00:00,10,Bedeckt,2,78,77,-2,0,14
09.02.2017,21:00:00,3,Bedeckt,1,80,66,-3,0,14
09.02.2017,22:00:00,4,Bedeckt,0,79,51,-4,0,14
09.02.2017,23:00:00,5,Leicht bewÃ¶lkt,0,79,36,-5,0,14
10.02.2017,00:00:00,1,Leicht bewÃ¶lkt,-1,78,22,-6,0,14
10.02.2017,01:00:00,1,Leicht bewÃ¶lkt,-1,78,37,-6,0,14
10.02.2017,02:00:00,0,Sonnig,-1,77,53,-6,0,14
10.02.2017,03:00:00,0,Sonnig,-2,77,68,-6,0,14
10.02.2017,04:00:00,2,Sonnig,-1,77,76,-6,0,14
10.02.2017,05:00:00,9,Bedeckt,-1,77,84,-5,0,13
10.02.2017,06:00:00,18,Bedeckt,-1,76,92,-5,0,13
10.02.2017,07:00:00,45,Bedeckt,0,75,91,-4,0,13
10.02.2017,08:00:00,38,Bedeckt,1,74,91,-3,0,12
10.02.2017,09:00:00,15,Bedeckt,1,73,90,-3,0,12
10.02.2017,10:00:00,5,Bedeckt,2,71,92,-2,0,12
10.02.2017,11:00:00,8,Bedeckt,2,68,95,-1,0,11
10.02.2017,12:00:00,5,Bedeckt,3,66,97,0,0,11
10.02.2017,13:00:00,19,Bedeckt,3,66,98,1,0,10
10.02.2017,14:00:00,28,Bedeckt,4,66,99,1,0,9
10.02.2017,15:00:00,30,Bedeckt,4,66,100,2,0,8
10.02.2017,16:00:00,32,Bedeckt,4,70,100,2,0,8
10.02.2017,17:00:00,23,Bedeckt,3,73,100,1,0,8
10.02.2017,18:00:00,14,Bedeckt,3,76,100,1,0,8
10.02.2017,19:00:00,7,Bedeckt,2,79,100,0,0,8
10.02.2017,20:00:00,10,MÃ¤ÃŸiger Schneefall,2,81,100,-1,0,9
10.02.2017,21:00:00,8,MÃ¤ÃŸiger Schneefall,1,84,100,-2,0,10
10.02.2017,22:00:00,4,MÃ¤ÃŸiger Schneefall,1,86,95,-3,0,10
10.02.2017,23:00:00,4,Leichter Schneefall,0,88,90,-3,0,11
11.02.2017,00:00:00,1,Leichter Schneefall,-1,89,84,-4,0,11
11.02.2017,01:00:00,1,Leichter Schneefall,-1,88,86,-4,0,11
11.02.2017,02:00:00,0,BewÃ¶lkt,-1,87,87,-5,0,11
11.02.2017,03:00:00,0,BewÃ¶lkt,-1,86,89,-5,0,10
11.02.2017,04:00:00,0,BewÃ¶lkt,-1,87,92,-5,0,11
11.02.2017,05:00:00,0,Leichter Schneefall,0,88,95,-4,0,11
11.02.2017,06:00:00,2,Leichter Schneefall,0,89,98,-4,0,12
11.02.2017,07:00:00,3,Leichter Schneefall,0,89,99,-3,0,12
11.02.2017,08:00:00,0,Starker Schneefall,1,89,99,-3,0,13
11.02.2017,09:00:00,3,Starker Schneefall,1,88,100,-3,0,14
11.02.2017,10:00:00,2,Starker Schneefall,2,86,90,-2,0,14
11.02.2017,11:00:00,3,Starker Schneefall,3,84,79,-1,0,13
11.02.2017,12:00:00,8,Starker Schneefall,3,82,69,0,0,13
11.02.2017,13:00:00,6,Starker Schneefall,4,83,71,1,0,12
11.02.2017,14:00:00,3,Stellenweiser Regenfall,4,83,72,2,0,11
11.02.2017,15:00:00,2,Stellenweiser Regenfall,5,84,74,2,0,10
11.02.2017,16:00:00,7,Stellenweiser Regenfall,4,86,81,2,0,10
11.02.2017,17:00:00,1,Stellenweiser Regenfall,4,88,88,1,0,10
11.02.2017,18:00:00,2,Stellenweiser Regenfall,3,90,95,0,0,10
11.02.2017,19:00:00,1,Stellenweiser Regenfall,3,91,96,0,0,11
11.02.2017,20:00:00,1,Nieselregen,2,92,98,-1,0,12
11.02.2017,21:00:00,0,Nieselregen,2,93,100,-2,0,13
11.02.2017,22:00:00,0,Nieselregen,2,93,100,-2,0,13
11.02.2017,23:00:00,1,Nieselregen,1,93,100,-2,0,13
12.02.2017,00:00:00,0,Nieselregen,1,93,100,-3,0,13
12.02.2017,01:00:00,0,Nieselregen,1,92,97,-3,0,14
12.02.2017,02:00:00,0,Bedeckt,1,92,93,-3,0,14
12.02.2017,03:00:00,0,Bedeckt,1,92,90,-3,0,15
12.02.2017,04:00:00,1,Bedeckt,1,91,85,-4,0,16
12.02.2017,05:00:00,0,BewÃ¶lkt,1,91,80,-4,0,16
12.02.2017,06:00:00,0,BewÃ¶lkt,1,91,75,-4,0,17
12.02.2017,07:00:00,0,BewÃ¶lkt,1,89,69,-3,0,17
12.02.2017,08:00:00,2,BewÃ¶lkt,2,87,64,-3,0,18
12.02.2017,09:00:00,16,BewÃ¶lkt,2,84,59,-2,0,18
12.02.2017,10:00:00,21,BewÃ¶lkt,3,81,58,-1,0,19
12.02.2017,11:00:00,35,Stellenweiser Regenfall,4,78,57,0,0,19
12.02.2017,12:00:00,43,Stellenweiser Regenfall,5,74,56,2,0,19
12.02.2017,13:00:00,36,Stellenweiser Regenfall,6,74,51,2,0,19
12.02.2017,14:00:00,56,Stellenweiser Regenfall,6,74,47,3,0,18
12.02.2017,15:00:00,69,Stellenweiser Regenfall,7,74,42,4,0,17
12.02.2017,16:00:00,69,Stellenweiser Regenfall,6,78,35,3,0,16
12.02.2017,17:00:00,21,Leicht bewÃ¶lkt,5,81,29,2,0,15
12.02.2017,18:00:00,13,Leicht bewÃ¶lkt,4,84,22,1,0,14
12.02.2017,19:00:00,4,Leicht bewÃ¶lkt,3,85,27,0,0,14
12.02.2017,20:00:00,2,Sonnig,3,86,32,-1,0,13
12.02.2017,21:00:00,3,Sonnig,2,87,37,-2,0,13
12.02.2017,22:00:00,3,Sonnig,2,86,32,-2,0,13
12.02.2017,23:00:00,1,Leicht bewÃ¶lkt,1,86,28,-2,0,13
13.02.2017,00:00:00,0,Leicht bewÃ¶lkt,1,85,24,-3,0,13
13.02.2017,01:00:00,0,Leicht bewÃ¶lkt,1,85,18,-3,0,13
13.02.2017,02:00:00,0,Sonnig,0,86,12,-4,0,14
13.02.2017,03:00:00,0,Sonnig,0,87,6,-4,0,14
13.02.2017,04:00:00,3,Sonnig,0,87,5,-5,0,15
13.02.2017,05:00:00,4,Sonnig,0,87,4,-5,0,15
13.02.2017,06:00:00,22,Sonnig,-1,87,2,-5,0,15
13.02.2017,07:00:00,63,Sonnig,0,84,2,-4,0,16
13.02.2017,08:00:00,58,Sonnig,1,82,1,-3,0,17
13.02.2017,09:00:00,17,Sonnig,2,80,1,-3,0,18
13.02.2017,10:00:00,7,Sonnig,3,75,0,-1,0,19
13.02.2017,11:00:00,14,Sonnig,5,71,0,1,0,20
13.02.2017,12:00:00,21,Sonnig,6,67,0,2,0,21
13.02.2017,13:00:00,20,Sonnig,6,66,0,3,0,21
13.02.2017,14:00:00,46,Sonnig,7,65,0,3,0,20
13.02.2017,15:00:00,39,Sonnig,7,65,0,4,0,19
13.02.2017,16:00:00,57,Sonnig,6,68,0,2,0,19
13.02.2017,17:00:00,53,Sonnig,5,70,0,1,0,18
13.02.2017,18:00:00,21,Sonnig,4,73,0,0,0,17
13.02.2017,19:00:00,7,Sonnig,3,75,0,-1,0,17
13.02.2017,20:00:00,12,Sonnig,2,76,0,-2,0,16
13.02.2017,21:00:00,6,Sonnig,1,78,0,-3,0,15
13.02.2017,22:00:00,6,Sonnig,1,78,0,-3,0,15
13.02.2017,23:00:00,2,Sonnig,1,78,0,-3,0,14
14.02.2017,00:00:00,0,Sonnig,0,78,0,-4,0,14
14.02.2017,01:00:00,0,Sonnig,0,79,0,-4,0,14
14.02.2017,02:00:00,0,Sonnig,0,80,0,-4,0,14
14.02.2017,03:00:00,0,Sonnig,0,81,0,-4,0,14
14.02.2017,04:00:00,4,Sonnig,0,80,0,-4,0,15
14.02.2017,05:00:00,9,Sonnig,1,79,0,-4,0,16
14.02.2017,06:00:00,26,Sonnig,1,79,0,-4,0,17
14.02.2017,07:00:00,68,Sonnig,1,76,0,-3,0,18
14.02.2017,08:00:00,58,Sonnig,2,73,0,-3,0,19
14.02.2017,09:00:00,28,Sonnig,3,70,0,-2,0,21
14.02.2017,10:00:00,17,Sonnig,4,68,0,-1,0,21
14.02.2017,11:00:00,19,Sonnig,5,66,0,1,0,21
14.02.2017,12:00:00,26,Sonnig,6,64,0,2,0,21
14.02.2017,13:00:00,24,Sonnig,7,64,0,3,0,20
14.02.2017,14:00:00,28,Sonnig,7,64,1,4,0,18
14.02.2017,15:00:00,48,Sonnig,8,65,1,5,0,17
14.02.2017,16:00:00,60,Sonnig,7,68,2,4,0,17
14.02.2017,17:00:00,49,Sonnig,6,71,3,2,0,17
14.02.2017,18:00:00,38,Sonnig,5,74,3,1,0,17
14.02.2017,19:00:00,9,Sonnig,4,75,4,0,0,17
14.02.2017,20:00:00,14,Sonnig,3,77,5,-1,0,17
14.02.2017,21:00:00,7,Sonnig,3,79,5,-2,0,17
14.02.2017,22:00:00,6,Sonnig,2,79,5,-2,0,16
14.02.2017,23:00:00,3,Sonnig,2,80,4,-2,0,16
15.02.2017,00:00:00,0,Sonnig,2,81,3,-2,0,15
15.02.2017,01:00:00,0,Sonnig,2,82,3,-2,0,14
15.02.2017,02:00:00,0,Sonnig,2,83,2,-1,0,14
15.02.2017,03:00:00,0,Sonnig,2,84,2,-1,0,13
15.02.2017,04:00:00,1,Sonnig,3,84,3,-1,0,13
15.02.2017,05:00:00,12,Sonnig,3,84,4,0,0,12
15.02.2017,06:00:00,29,Sonnig,3,84,5,0,0,12
15.02.2017,07:00:00,60,Sonnig,4,81,6,1,0,12
15.02.2017,08:00:00,60,Sonnig,5,79,7,2,0,12
15.02.2017,09:00:00,27,Sonnig,5,77,7,3,0,12
15.02.2017,10:00:00,27,Sonnig,7,73,8,5,0,12
15.02.2017,11:00:00,42,Sonnig,8,70,9,6,0,12
15.02.2017,12:00:00,31,Sonnig,10,67,9,8,0,12
15.02.2017,13:00:00,62,Sonnig,11,67,13,9,0,12
15.02.2017,14:00:00,47,Sonnig,12,68,16,11,0,11
15.02.2017,15:00:00,70,Sonnig,13,68,19,12,0,10
15.02.2017,16:00:00,78,Sonnig,12,72,22,11,0,11
15.02.2017,17:00:00,66,Sonnig,11,75,25,10,0,11
15.02.2017,18:00:00,40,Sonnig,10,79,27,9,0,11
15.02.2017,19:00:00,16,Sonnig,9,81,31,7,0,11
15.02.2017,20:00:00,17,Leicht bewÃ¶lkt,8,84,35,6,0,12
15.02.2017,21:00:00,4,Leicht bewÃ¶lkt,7,86,39,5,0,12
15.02.2017,22:00:00,8,Leicht bewÃ¶lkt,7,87,33,5,0,12
15.02.2017,23:00:00,2,Leicht bewÃ¶lkt,7,88,26,4,0,11
16.02.2017,00:00:00,0,Leicht bewÃ¶lkt,6,89,19,4,0,11
16.02.2017,01:00:00,0,Leicht bewÃ¶lkt,6,91,23,4,0,11
16.02.2017,02:00:00,0,Sonnig,6,92,26,4,0,10
16.02.2017,03:00:00,1,Sonnig,6,94,30,4,0,9
16.02.2017,04:00:00,0,Sonnig,6,95,34,4,0,9
16.02.2017,05:00:00,7,Stellenweiser Regenfall,6,95,39,4,0,9
16.02.2017,06:00:00,22,Stellenweiser Regenfall,6,96,44,4,0,9
16.02.2017,07:00:00,49,Stellenweiser Regenfall,6,95,44,4,0,9
16.02.2017,08:00:00,51,Leichter Nebel,7,94,45,5,0,9
16.02.2017,09:00:00,20,Leichter Nebel,7,93,45,6,0,10
16.02.2017,10:00:00,9,Leichter Nebel,8,88,57,7,0,11
16.02.2017,11:00:00,21,Leicht bewÃ¶lkt,9,84,69,7,0,12
16.02.2017,12:00:00,11,Leicht bewÃ¶lkt,10,79,82,8,0,13
16.02.2017,13:00:00,27,Leicht bewÃ¶lkt,11,76,71,9,0,13
16.02.2017,14:00:00,28,Bedeckt,11,74,60,10,0,13
16.02.2017,15:00:00,47,Bedeckt,12,71,49,10,0,13
16.02.2017,16:00:00,42,Bedeckt,11,75,53,10,0,12
16.02.2017,17:00:00,43,Sonnig,10,78,56,9,0,12
16.02.2017,18:00:00,26,Sonnig,9,82,60,9,0,11
16.02.2017,19:00:00,9,Sonnig,8,85,58,8,0,11
16.02.2017,20:00:00,8,BewÃ¶lkt,8,89,57,6,0,11
16.02.2017,21:00:00,8,BewÃ¶lkt,7,92,55,5,0,12
16.02.2017,22:00:00,5,BewÃ¶lkt,6,93,61,4,0,12
16.02.2017,23:00:00,1,Leichter Regenschauer,6,95,67,4,0,12
17.02.2017,00:00:00,0,Leichter Regenschauer,6,96,73,3,0,13
17.02.2017,01:00:00,0,Leichter Regenschauer,5,96,77,2,0,13
17.02.2017,02:00:00,0,Leichter Regenschauer,5,97,81,2,0,13
17.02.2017,03:00:00,0,Leichter Regenschauer,5,98,84,2,0,14
17.02.2017,04:00:00,0,Leichter Regenschauer,5,98,87,1,0,15
17.02.2017,05:00:00,8,Leichter Regenschauer,4,98,91,1,0,16
17.02.2017,06:00:00,21,Leichter Regenschauer,4,98,94,1,0,17
17.02.2017,07:00:00,47,Leichter Regenschauer,5,97,96,1,0,18
17.02.2017,08:00:00,33,Bedeckt,5,96,98,1,0,20
17.02.2017,09:00:00,13,Bedeckt,6,95,100,2,0,21
17.02.2017,10:00:00,3,Bedeckt,6,94,100,3,0,21
17.02.2017,11:00:00,3,MÃ¤ÃŸiger bis starker Regen mit Gewitter,7,93,100,3,0,21
17.02.2017,12:00:00,9,MÃ¤ÃŸiger bis starker Regen mit Gewitter,7,91,100,4,0,22
17.02.2017,13:00:00,15,MÃ¤ÃŸiger bis starker Regen mit Gewitter,8,90,99,4,0,21
17.02.2017,14:00:00,10,Nieselregen,8,89,97,5,0,20
17.02.2017,15:00:00,30,Nieselregen,8,88,96,5,0,19
17.02.2017,16:00:00,27,Nieselregen,8,90,94,5,0,17
17.02.2017,17:00:00,23,Stellenweiser Regenfall,7,91,93,5,0,16
17.02.2017,18:00:00,14,Stellenweiser Regenfall,7,93,92,5,0,14
17.02.2017,19:00:00,12,Stellenweiser Regenfall,7,94,94,4,0,13
17.02.2017,20:00:00,12,Leichter Nebel,6,95,95,4,0,11
17.02.2017,21:00:00,3,Leichter Nebel,6,97,97,4,0,10
17.02.2017,22:00:00,5,Leichter Nebel,6,97,98,4,0,9
17.02.2017,23:00:00,1,Nebel,6,97,99,4,0,9
18.02.2017,00:00:00,0,Nebel,6,98,100,4,0,8
18.02.2017,01:00:00,2,Nebel,5,98,97,4,0,7
18.02.2017,02:00:00,0,Nebel,5,97,94,4,0,6
18.02.2017,03:00:00,3,Nebel,5,97,92,4,0,5
18.02.2017,04:00:00,0,Nebel,5,97,91,4,0,5
18.02.2017,05:00:00,3,Leichter Nebel,5,97,90,5,0,4
18.02.2017,06:00:00,2,Leichter Nebel,5,96,89,5,0,4
18.02.2017,07:00:00,3,Leichter Nebel,6,94,88,5,0,4
18.02.2017,08:00:00,5,Leichter Nebel,6,92,88,6,0,4
18.02.2017,09:00:00,7,Leichter Nebel,6,90,87,6,0,4
18.02.2017,10:00:00,29,Leichter Nebel,7,84,82,6,0,4
18.02.2017,11:00:00,29,BewÃ¶lkt,8,78,76,7,0,5
18.02.2017,12:00:00,43,BewÃ¶lkt,8,72,71,8,0,5
18.02.2017,13:00:00,61,BewÃ¶lkt,9,70,68,8,0,5
18.02.2017,14:00:00,44,BewÃ¶lkt,9,67,64,8,0,6
18.02.2017,15:00:00,48,BewÃ¶lkt,9,65,61,9,0,6
18.02.2017,16:00:00,28,BewÃ¶lkt,9,68,51,8,0,7
18.02.2017,17:00:00,22,Leicht bewÃ¶lkt,8,71,41,7,0,8
18.02.2017,18:00:00,7,Leicht bewÃ¶lkt,7,75,30,6,0,8
18.02.2017,19:00:00,8,Leicht bewÃ¶lkt,6,78,25,5,0,9
18.02.2017,20:00:00,4,Sonnig,6,81,20,3,0,10
18.02.2017,21:00:00,10,Sonnig,5,84,15,2,0,11
18.02.2017,22:00:00,1,Sonnig,4,85,12,2,0,11
18.02.2017,23:00:00,2,Sonnig,4,87,10,1,0,11
19.02.2017,00:00:00,2,Sonnig,4,88,8,1,0,11
19.02.2017,01:00:00,0,Sonnig,3,88,9,0,0,11
19.02.2017,02:00:00,0,Sonnig,3,89,11,0,0,11
19.02.2017,03:00:00,2,Sonnig,3,89,12,-1,0,12
19.02.2017,04:00:00,1,Sonnig,3,90,11,-1,0,12
19.02.2017,05:00:00,1,Sonnig,3,90,10,-1,0,12
19.02.2017,06:00:00,0,Sonnig,3,90,10,-1,0,12
19.02.2017,07:00:00,1,Sonnig,3,89,21,0,0,14
19.02.2017,08:00:00,4,Sonnig,4,87,33,0,0,15
19.02.2017,09:00:00,12,Sonnig,4,85,45,1,0,16
19.02.2017,10:00:00,25,Sonnig,5,83,48,2,0,18
19.02.2017,11:00:00,52,BewÃ¶lkt,7,80,51,3,0,19
19.02.2017,12:00:00,59,BewÃ¶lkt,8,77,54,5,0,20
19.02.2017,13:00:00,44,BewÃ¶lkt,8,80,64,5,0,19
19.02.2017,14:00:00,6,Leicht bewÃ¶lkt,8,83,73,5,0,18
19.02.2017,15:00:00,15,Leicht bewÃ¶lkt,8,86,83,5,0,17
19.02.2017,16:00:00,10,Leicht bewÃ¶lkt,8,88,89,5,0,16
19.02.2017,17:00:00,2,Leichter Regenfall,7,91,94,5,0,14
19.02.2017,18:00:00,0,Leichter Regenfall,7,94,100,4,0,13
19.02.2017,19:00:00,0,Leichter Regenfall,6,95,98,4,0,12
19.02.2017,20:00:00,5,Nieselregen,6,96,95,3,0,12
19.02.2017,21:00:00,2,Nieselregen,5,96,93,3,0,11
19.02.2017,22:00:00,0,Nieselregen,5,97,94,3,0,11
19.02.2017,23:00:00,1,Leichter Nebel,5,97,95,2,0,11
20.02.2017,00:00:00,0,Leichter Nebel,5,97,96,2,0,11
20.02.2017,01:00:00,0,Leichter Nebel,5,97,97,2,0,12
20.02.2017,02:00:00,0,Nebel,6,97,97,3,0,14
20.02.2017,03:00:00,0,Nebel,6,98,98,3,0,15
20.02.2017,04:00:00,2,Nebel,6,97,98,3,0,16
20.02.2017,05:00:00,13,Bedeckt,7,96,98,3,0,17
20.02.2017,06:00:00,26,Bedeckt,7,95,99,4,0,17
20.02.2017,07:00:00,47,Bedeckt,7,94,99,4,0,18
20.02.2017,08:00:00,37,Bedeckt,8,94,100,4,0,19
20.02.2017,09:00:00,8,Bedeckt,8,93,100,5,0,20
20.02.2017,10:00:00,6,Bedeckt,9,93,100,6,0,21
20.02.2017,11:00:00,6,Stellenweiser Regenfall,9,93,100,6,0,23
20.02.2017,12:00:00,5,Stellenweiser Regenfall,10,93,100,7,1,24
20.02.2017,13:00:00,9,Stellenweiser Regenfall,10,93,100,7,0,25
20.02.2017,14:00:00,18,Leichter Regenfall,10,93,100,7,0,26
20.02.2017,15:00:00,11,Leichter Regenfall,11,93,100,8,0,27
20.02.2017,16:00:00,27,Leichter Regenfall,10,93,100,7,0,27
20.02.2017,17:00:00,24,Nieselregen,10,94,100,7,0,26
20.02.2017,18:00:00,22,Nieselregen,10,95,100,6,0,26
20.02.2017,19:00:00,6,Nieselregen,9,95,100,6,0,26
20.02.2017,20:00:00,8,Nieselregen,9,95,100,5,0,26
20.02.2017,21:00:00,5,Nieselregen,8,96,100,5,0,26
20.02.2017,22:00:00,5,Nieselregen,8,96,100,5,0,26
20.02.2017,23:00:00,3,Nieselregen,8,96,100,5,0,27
21.02.2017,00:00:00,0,Nieselregen,9,96,100,5,1,27
21.02.2017,01:00:00,0,Nieselregen,8,96,100,5,1,25
21.02.2017,02:00:00,0,Leichter Regenfall,8,96,100,5,1,23
21.02.2017,03:00:00,0,Leichter Regenfall,8,96,100,5,1,20
21.02.2017,04:00:00,1,Leichter Regenfall,8,96,100,5,0,19
21.02.2017,05:00:00,10,Leichter Regenfall,8,96,100,5,0,19
21.02.2017,06:00:00,22,Leichter Regenfall,8,96,100,5,0,18
21.02.2017,07:00:00,44,Leichter Regenfall,9,95,100,6,0,19
21.02.2017,08:00:00,42,Bedeckt,9,93,100,6,0,20
21.02.2017,09:00:00,20,Bedeckt,9,91,100,6,0,22
21.02.2017,10:00:00,4,Bedeckt,10,87,99,7,0,23
21.02.2017,11:00:00,10,Stellenweiser Regenfall,10,83,99,7,0,24
21.02.2017,12:00:00,13,Stellenweiser Regenfall,10,80,98,7,0,24
21.02.2017,13:00:00,13,Stellenweiser Regenfall,11,78,93,8,0,22
21.02.2017,14:00:00,27,Stellenweiser Regenfall,11,76,88,8,0,20
21.02.2017,15:00:00,33,Stellenweiser Regenfall,11,74,84,9,0,18
21.02.2017,16:00:00,51,Stellenweiser Regenfall,11,78,87,9,0,16
21.02.2017,17:00:00,38,Stellenweiser Regenfall,11,81,90,9,0,14
21.02.2017,18:00:00,31,Stellenweiser Regenfall,10,85,92,9,0,12
21.02.2017,19:00:00,22,Stellenweiser Regenfall,10,88,95,8,0,14
21.02.2017,20:00:00,6,Bedeckt,10,90,97,7,0,17
21.02.2017,21:00:00,4,Bedeckt,9,93,100,7,0,19
21.02.2017,22:00:00,3,Bedeckt,9,92,100,6,0,23
21.02.2017,23:00:00,5,Nieselregen,9,92,100,6,0,26
22.02.2017,00:00:00,0,Nieselregen,9,91,100,5,1,30
22.02.2017,01:00:00,1,Nieselregen,9,91,100,5,1,31
22.02.2017,02:00:00,0,MÃ¤ÃŸiger Regenfall,9,90,100,5,0,33
22.02.2017,03:00:00,0,MÃ¤ÃŸiger Regenfall,10,90,100,6,0,34
22.02.2017,04:00:00,1,MÃ¤ÃŸiger Regenfall,10,89,100,6,0,35
22.02.2017,05:00:00,10,Nieselregen,10,89,100,6,0,35
22.02.2017,06:00:00,18,Nieselregen,10,88,100,7,0,35
22.02.2017,07:00:00,30,Nieselregen,11,88,100,7,0,36
22.02.2017,08:00:00,27,Nieselregen,11,88,100,7,0,36
22.02.2017,09:00:00,14,Nieselregen,11,89,100,8,1,36
22.02.2017,10:00:00,4,Nieselregen,11,88,100,8,0,36
22.02.2017,11:00:00,3,Leichter Regenfall,11,88,100,8,0,35
22.02.2017,12:00:00,4,Leichter Regenfall,11,88,100,8,0,34
22.02.2017,13:00:00,5,Leichter Regenfall,11,88,100,8,0,34
22.02.2017,14:00:00,12,Nieselregen,11,88,100,8,0,33
22.02.2017,15:00:00,13,Nieselregen,11,88,100,8,0,33
22.02.2017,16:00:00,16,Nieselregen,11,88,100,8,0,35
22.02.2017,17:00:00,17,Nieselregen,11,88,100,8,0,36
22.02.2017,18:00:00,9,Nieselregen,11,88,100,8,0,37
22.02.2017,19:00:00,9,Nieselregen,11,89,100,7,0,37
22.02.2017,20:00:00,7,Leichter Regenfall,11,89,100,7,0,37
22.02.2017,21:00:00,5,Leichter Regenfall,10,90,100,7,0,37
22.02.2017,22:00:00,2,Leichter Regenfall,10,91,100,6,1,34
22.02.2017,23:00:00,2,Leichter Regenfall,9,91,100,5,1,31
23.02.2017,00:00:00,0,Leichter Regenfall,8,92,100,4,1,28
23.02.2017,01:00:00,0,Leichter Regenfall,8,92,100,3,1,29
23.02.2017,02:00:00,0,MÃ¤ÃŸiger Regenfall,7,92,100,3,1,30
23.02.2017,03:00:00,1,MÃ¤ÃŸiger Regenfall,7,92,100,2,1,31
23.02.2017,04:00:00,1,MÃ¤ÃŸiger Regenfall,7,91,100,2,1,31
23.02.2017,05:00:00,7,Leichter Regenfall,7,90,100,2,1,32
23.02.2017,06:00:00,14,Leichter Regenfall,7,90,100,2,0,33
23.02.2017,07:00:00,22,Leichter Regenfall,7,89,100,3,0,33
23.02.2017,08:00:00,22,Nieselregen,8,88,100,3,0,33
23.02.2017,09:00:00,7,Nieselregen,8,88,100,4,0,33
23.02.2017,10:00:00,3,Nieselregen,8,86,100,4,0,35
23.02.2017,11:00:00,10,Leichter Regenfall,9,85,100,5,0,36
23.02.2017,12:00:00,3,Leichter Regenfall,9,84,100,5,1,37
23.02.2017,13:00:00,9,Leichter Regenfall,10,82,86,6,1,40
23.02.2017,14:00:00,16,Leichter Regenfall,10,80,73,6,1,42
23.02.2017,15:00:00,20,Leichter Regenfall,11,78,59,7,1,45
23.02.2017,16:00:00,14,Leichter Regenfall,10,77,63,6,1,46
23.02.2017,17:00:00,13,Leichter Regenschauer,10,77,67,6,1,48
23.02.2017,18:00:00,6,Leichter Regenschauer,10,76,70,5,0,49
23.02.2017,19:00:00,4,Leichter Regenschauer,9,76,79,4,0,51
23.02.2017,20:00:00,4,Leichter Regenschauer,9,76,87,4,0,53
23.02.2017,21:00:00,1,Leichter Regenschauer,8,76,95,3,0,54
23.02.2017,22:00:00,1,Leichter Regenschauer,7,76,97,2,0,52
23.02.2017,23:00:00,2,Leichter Regenschauer,7,77,98,1,0,50
24.02.2017,00:00:00,0,Leichter Regenschauer,6,77,100,0,0,48
24.02.2017,01:00:00,0,Leichter Regenschauer,5,79,100,-1,0,42
24.02.2017,02:00:00,0,Nieselregen,4,80,100,-1,0,37
24.02.2017,03:00:00,0,Nieselregen,4,82,100,-2,0,32
24.02.2017,04:00:00,0,Nieselregen,4,83,100,-2,0,29
24.02.2017,05:00:00,9,Leichter Eisregen,4,84,100,-1,0,26
24.02.2017,06:00:00,13,Leichter Eisregen,4,86,100,-1,0,23
24.02.2017,07:00:00,23,Leichter Eisregen,4,84,94,0,0,22
24.02.2017,08:00:00,32,Stellenweiser Regenfall,4,83,89,0,0,22
24.02.2017,09:00:00,17,Stellenweiser Regenfall,5,81,83,1,0,22
24.02.2017,10:00:00,9,Stellenweiser Regenfall,5,76,82,1,0,21
24.02.2017,11:00:00,7,Leichte Eisregen,6,72,80,2,0,20
24.02.2017,12:00:00,19,Leichte Eisregen,6,67,78,3,0,19
24.02.2017,13:00:00,18,Leichte Eisregen,7,66,77,3,0,19
24.02.2017,14:00:00,25,Leichter Regenschauer,7,64,76,4,0,18
24.02.2017,15:00:00,30,Leichter Regenschauer,8,63,74,5,0,17
24.02.2017,16:00:00,37,Leichter Regenschauer,7,67,68,5,0,15
24.02.2017,17:00:00,30,Leichter Regenschauer,7,72,62,4,0,14
24.02.2017,18:00:00,23,Leichter Regenschauer,7,76,57,4,0,12
24.02.2017,19:00:00,5,Leichter Regenschauer,6,80,51,4,0,11
24.02.2017,20:00:00,1,Stellenweiser Regenfall,6,84,45,4,0,10
24.02.2017,21:00:00,7,Stellenweiser Regenfall,5,88,40,3,0,9
24.02.2017,22:00:00,3,Stellenweiser Regenfall,4,90,36,2,0,9
24.02.2017,23:00:00,1,Leicht bewÃ¶lkt,4,92,32,1,0,9
25.02.2017,00:00:00,2,Leicht bewÃ¶lkt,3,94,28,1,0,9
25.02.2017,01:00:00,1,Leicht bewÃ¶lkt,2,94,33,0,0,9
25.02.2017,02:00:00,0,Leichter Nebel,2,95,37,-1,0,10
25.02.2017,03:00:00,0,Leichter Nebel,2,96,42,-1,0,10
25.02.2017,04:00:00,0,Leichter Nebel,2,96,39,-2,0,11
25.02.2017,05:00:00,1,Leichter Nebel,2,96,36,-2,0,11
25.02.2017,06:00:00,2,Leichter Nebel,2,96,34,-2,0,12
25.02.2017,07:00:00,1,Leichter Nebel,2,91,41,-1,0,13
25.02.2017,08:00:00,4,Leichter Nebel,3,87,49,0,0,15
25.02.2017,09:00:00,16,Leichter Nebel,4,83,56,0,0,16
25.02.2017,10:00:00,44,Leichter Nebel,5,79,63,1,0,17
25.02.2017,11:00:00,44,BewÃ¶lkt,5,76,69,2,0,17
